accession,uid,voucher,subname,subtype,source_identifier,institution_code,specimen_id,specimen_idA,specimen_idB,definition
MG741294,1345624908,NW76-12,NW76-12|Lepidoptera; Nymphalidae; Heliconiinae; Argynnini; Argynnis,specimen_voucher|old_lineage,NW76-12,,NW76-12,,,"Argynnis paphia voucher NW76-12 proteasome beta subunit (PSb) gene, partial cds"
MG741149,1345624618,NW76-12,NW76-12|Lepidoptera; Nymphalidae; Heliconiinae; Argynnini; Argynnis,specimen_voucher|old_lineage,NW76-12,,NW76-12,,,"Argynnis paphia voucher NW76-12 UDP glucose-6-dehydrogenase (UDP6DH) gene, partial cds"
EU141343,161089053,NW76-12,NW76-12,specimen_voucher,NW76-12,,NW76-12,,,"Argynnis paphia voucher NW76-12 CAD (CAD) gene, partial cds"
EU141699,161088927,NW76-12,NW76-12,specimen_voucher,NW76-12,,NW76-12,,,"Argynnis paphia voucher NW76-12 ribosomal protein S2 (RpS2) gene, partial cds"
EU141644,161088817,NW76-12,NW76-12,specimen_voucher,NW76-12,,NW76-12,,,"Argynnis paphia voucher NW76-12 cytosolic malate dehydrogenase (MDH) gene, partial cds"
EU141580,161088689,NW76-12,NW76-12,specimen_voucher,NW76-12,,NW76-12,,,"Argynnis paphia voucher NW76-12 isocitrate dehydrogenase (IDH) gene, partial cds"
EU141519,161088567,NW76-12,NW76-12,specimen_voucher,NW76-12,,NW76-12,,,"Argynnis paphia voucher NW76-12 glyceraldehyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
EU141421,161088371,NW76-12,NW76-12,specimen_voucher,NW76-12,,NW76-12,,,"Argynnis paphia voucher NW76-12 ribosomal protein S5 (RpS5) gene, partial cds"
EU141285,161088227,NW76-12,NW76-12,specimen_voucher,NW76-12,,NW76-12,,,"Argynnis paphia voucher NW76-12 arginine kinase (ArgKin) gene, partial cds"
AY090166,29408870,NW76-12,NW76-12,specimen_voucher,NW76-12,,NW76-12,,,"Argynnis paphia voucher NW76-12 elongation factor-1 alpha (EF-1alpha) gene, partial cds"
HM998353,305690843,NW76-12,NW76-12,isolate,NW76-12,,NW76-12,,,"Argynnis paphia isolate NW76-12 NADH dehydrogenase subunit 5 gene, partial cds; mitochondrial"
AY090200,29408938,NW76-12,NW76-12,specimen_voucher,NW76-12,,NW76-12,,,"Argynnis paphia voucher NW76-12 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
AY090133,29408804,NW76-12,NW76-12,specimen_voucher,NW76-12,,NW76-12,,,"Argynnis paphia voucher NW76-12 wingless (wg) gene, partial cds"
GQ129044,266634987,NK00P712,MCZ:NK00P712|Kazakhstan: Kayandy,specimen_voucher|country,MCZ:NK00P712,MCZ,NK00P712,,,"Aricia agestis voucher MCZ:NK00P712 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence"
GQ128735,264687392,NK00P712,MCZ:NK00P712|Kazakhstan: Kayandy,specimen_voucher|country,MCZ:NK00P712,MCZ,NK00P712,,,"Aricia agestis voucher MCZ:NK00P712 histone H3 (H3) gene, partial cds"
GQ128561,264686951,NK00P712,MCZ:NK00P712|Kazakhstan: Kayandy,specimen_voucher|country,MCZ:NK00P712,MCZ,NK00P712,,,"Aricia agestis voucher MCZ:NK00P712 carbamoyl phosphate synthetase II domain (CAD) gene, partial cds"
GQ128451,264686836,NK00P712,MCZ:NK00P712|Kazakhstan: Kayandy,specimen_voucher|country,MCZ:NK00P712,MCZ,NK00P712,,,"Aricia agestis voucher MCZ:NK00P712 28S ribosomal RNA gene, partial sequence"
GQ128843,264683732,NK00P712,MCZ:NK00P712|Kazakhstan: Kayandy,specimen_voucher|country,MCZ:NK00P712,MCZ,NK00P712,,,"Aricia agestis voucher MCZ:NK00P712 wingless (wg) gene, partial cds"
JX678169,429846194,NK00P712,RVcoll.NK00P712,specimen_voucher,RVcoll.NK00P712,,RVcoll.NK00P712,,,"Aricia agestis voucher RVcoll.NK00P712 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
JX678170,429845835,NK00P712,Rvcoll.NK00P712,specimen_voucher,Rvcoll.NK00P712,,Rvcoll.NK00P712,,,"Aricia agestis voucher Rvcoll.NK00P712 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence"
KJ671880,632798855,ILL_137,"ILL_137|male|Russia: Mussa-Achitara, Karachay-Cherkessia|27-Jul-2011|B. Stradomsky",specimen_voucher|sex|country|collection_date|collected_by,ILL_137,,ILL_137,,,"Aricia anteros voucher ILL_137 elongation factor 1 alpha (Ef-1a) gene, partial cds"
KF894394,586499513,ILL_137,ILL_137,specimen_voucher,ILL_137,,ILL_137,,,"Aricia anteros voucher ILL_137 internal transcribed spacer 2, partial sequence"
KF647244,558705301,ILL_137,"ILL_137|male|Russia: Mussa-Achitara, Karachay-Cherkessia|27-Jul-2011|B. Stradomsky|2700 m.",specimen_voucher|sex|country|collection_date|collected_by|altitude,ILL_137,,ILL_137,,,"Aricia anteros voucher ILL_137 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
JX678097,429846050,AD02W127,RVcoll.AD02W127,specimen_voucher,RVcoll.AD02W127,,RVcoll.AD02W127,,,"Aricia artaxerxes voucher RVcoll.AD02W127 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
JX093482,401669197,AD02W127,AD02W127,specimen_voucher,AD02W127,,AD02W127,,,"Aricia artaxerxes voucher AD02W127 cytochrome oxidase subunit I (COI) gene, partial cds; tRNA-Leu (tRNA-Leu) gene, complete sequence; and cytochrome oxidase subunit II (COII) gene, partial cds; mitochondrial"
JX093415,401669032,AD02W127,AD02W127,specimen_voucher,AD02W127,,AD02W127,,,"Aricia artaxerxes voucher AD02W127 wingless (wg) gene, partial cds"
JX093372,401668984,AD02W127,AD02W127,specimen_voucher,AD02W127,,AD02W127,,,"Aricia artaxerxes voucher AD02W127 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence"
JX093318,401668883,AD02W127,AD02W127,specimen_voucher,AD02W127,,AD02W127,,,"Aricia artaxerxes voucher AD02W127 histone H3 (H3) gene, partial cds"
JX093308,401668863,AD02W127,AD02W127,specimen_voucher,AD02W127,,AD02W127,,,"Aricia artaxerxes voucher AD02W127 elongation factor 1 alpha (Ef-1a) gene, partial cds"
JX093255,401668757,AD02W127,AD02W127,specimen_voucher,AD02W127,,AD02W127,,,"Aricia artaxerxes voucher AD02W127 carbamoyl phosphate synthetase II domain (CAD) gene, partial cds"
JX093202,401668685,AD02W127,AD02W127,specimen_voucher,AD02W127,,AD02W127,,,"Aricia artaxerxes mandzhuriana voucher AD02W127 28S ribosomal RNA gene, partial sequence"
GQ129092,266635035,AD03B041,"MCZ:AD03B041|Pseudoaricia nicias|Russia: Altai, Aktash",specimen_voucher|old_name|country,MCZ:AD03B041,MCZ,AD03B041,,,"Aricia nicias voucher MCZ:AD03B041 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence"
GQ128681,266634885,AD03B041,"MCZ:AD03B041|Pseudoaricia nicias|Russia: Altai, Aktash",specimen_voucher|old_name|country,MCZ:AD03B041,MCZ,AD03B041,,,"Aricia nicias voucher MCZ:AD03B041 elongation factor 1 alpha (Ef-1a) gene, partial cds"
GQ128785,264687492,AD03B041,"MCZ:AD03B041|Pseudoaricia nicias|Russia: Altai, Aktash",specimen_voucher|old_name|country,MCZ:AD03B041,MCZ,AD03B041,,,"Aricia nicias voucher MCZ:AD03B041 histone H3 (H3) gene, partial cds"
GQ128992,264687242,AD03B041,"MCZ:AD03B041|Pseudoaricia nicias|Russia: Altai, Aktash",specimen_voucher|old_name|country,MCZ:AD03B041,MCZ,AD03B041,,,"Aricia nicias voucher MCZ:AD03B041 cytochrome c oxidase I (COI) gene, partial cds; tRNA-Leu gene, complete sequence; and cytochrome c oxidase II (COII) gene, complete cds; mitochondrial"
GQ128612,264687053,AD03B041,"MCZ:AD03B041|Pseudoaricia nicias|Russia: Altai, Aktash",specimen_voucher|old_name|country,MCZ:AD03B041,MCZ,AD03B041,,,"Aricia nicias voucher MCZ:AD03B041 carbamoyl phosphate synthetase II domain (CAD) gene, partial cds"
GQ128502,264686887,AD03B041,"MCZ:AD03B041|Pseudoaricia nicias|Russia: Altai, Aktash",specimen_voucher|old_name|country,MCZ:AD03B041,MCZ,AD03B041,,,"Aricia nicias voucher MCZ:AD03B041 28S ribosomal RNA gene, partial sequence"
GQ128892,264683830,AD03B041,"MCZ:AD03B041|Pseudoaricia nicias|Russia: Altai, Aktash",specimen_voucher|old_name|country,MCZ:AD03B041,MCZ,AD03B041,,,"Aricia nicias voucher MCZ:AD03B041 wingless (wg) gene, partial cds"
JX678092,429846040,AD03B041,RVcoll.AD03B041,specimen_voucher,RVcoll.AD03B041,,RVcoll.AD03B041,,,"Aricia nicias voucher RVcoll.AD03B041 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
JX678196,429845861,AD03B041,Rvcoll.AD03B041|Pseudoaricia nicias,specimen_voucher|old_name,Rvcoll.AD03B041,,Rvcoll.AD03B041,,,"Aricia nicias voucher Rvcoll.AD03B041 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence"
MN829476,1852459271,KS16001,"KS16001|adult|Spain: Las Palmas de Gran Canaria, Puerto de Mogan, Gran Canaria (100 m)|11-Jan-2016|Klaus Schurian",specimen_voucher|dev_stage|country|collection_date|collected_by,KS16001,,KS16001,,,"Azanus ubaldus voucher KS16001 cytochrome c oxidase subunit I (COI) gene, partial cds; tRNA-Leu (trnL) gene, complete sequence; and cytochrome c oxidase subunit II (COII) gene, complete cds; mitochondrial"
MN829460,1852459239,KS16001,"KS16001|adult|Spain: Las Palmas de Gran Canaria, Puerto de Mogan, Gran Canaria (100 m)|11-Jan-2016|Klaus Schurian",specimen_voucher|dev_stage|country|collection_date|collected_by,KS16001,,KS16001,,,"Azanus ubaldus voucher KS16001 elongation factor 1 alpha (EF1A) gene, partial cds"
HQ161299,320576896,FS-b-2453,FS-b-2453|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Heliconiinae; Argynnini; Boloria,specimen_voucher|old_lineage,FS-b-2453,,FS-b-2453,,,"Boloria alaskensis voucher FS-b-2453 elongation factor-1 alpha (EF-1a) gene, partial cds"
HQ161227,320576752,FS-b-2453,FS-b-2453|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Heliconiinae; Argynnini; Boloria,specimen_voucher|old_lineage,FS-b-2453,,FS-b-2453,,,"Boloria alaskensis voucher FS-b-2453 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
HQ161172,320576642,FS-b-2453,FS-b-2453|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Heliconiinae; Argynnini; Boloria,specimen_voucher|old_lineage,FS-b-2453,,FS-b-2453,,,"Boloria alaskensis voucher FS-b-2453 wingless (Wgl) gene, partial cds"
GQ865301,269118136,NW96-16,NW96-16,specimen_voucher,NW96-16,,NW96-16,,,"Boloria napaea voucher NW96-16 ribosomal protein S2 (RpS2) gene, partial cds"
GQ865074,269117682,NW96-16,NW96-16,specimen_voucher,NW96-16,,NW96-16,,,"Boloria napaea voucher NW96-16 isocitrate dehydrogenase (IDH) gene, partial cds"
GQ864840,269117214,NW96-16,NW96-16,specimen_voucher,NW96-16,,NW96-16,,,"Boloria napaea voucher NW96-16 elongation factor-1 alpha (EF-1a) gene, partial cds"
GQ864746,269117026,NW96-16,NW96-16,specimen_voucher,NW96-16,,NW96-16,,,"Boloria napaea voucher NW96-16 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial"
GQ864621,269116776,NW96-16,NW96-16,specimen_voucher,NW96-16,,NW96-16,,,"Boloria napaea voucher NW96-16 CAD (CAD) gene, partial cds"
GQ864525,269116584,NW96-16,NW96-16,specimen_voucher,NW96-16,,NW96-16,,,"Boloria napaea voucher NW96-16 arginine kinase (ArgKin) gene, partial cds"
GQ864434,269116402,NW96-16,NW96-16,specimen_voucher,NW96-16,,NW96-16,,,"Boloria napaea voucher NW96-16 wingless (wgl) gene, partial cds"
GQ865404,269118342,NW96-16,NW96-16,specimen_voucher,NW96-16,,NW96-16,,,"Boloria napaea voucher NW96-16 ribosomal protein S5 (RpS5) gene, partial cds"
GQ864936,269117406,NW96-16,NW96-16,specimen_voucher,NW96-16,,NW96-16,,,"Boloria napaea voucher NW96-16 glyceraldhyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
HQ266656,325657206,FS-b-3723,FS-b-3723|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Heliconiinae; Argynnini; Boloria,specimen_voucher|old_lineage,FS-b-3723,,FS-b-3723,,,"Boloria chariclea voucher FS-b-3723 elongation factor-1 alpha (EF-1a) gene, partial cds"
HQ266650,325657194,FS-b-3723,FS-b-3723|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Heliconiinae; Argynnini; Boloria,specimen_voucher|old_lineage,FS-b-3723,,FS-b-3723,,,"Boloria chariclea voucher FS-b-3723 cytochrome c oxidase subunit I (COI) gene, partial cds"
HQ266644,325657182,FS-b-3723,FS-b-3723|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Heliconiinae; Argynnini; Boloria,specimen_voucher|old_lineage,FS-b-3723,,FS-b-3723,,,"Boloria chariclea voucher FS-b-3723 wingless (wgl) gene, partial cds"
HQ161337,320576972,NW151-13,NW151-13|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Heliconiinae; Argynnini; Boloria,specimen_voucher|old_lineage,NW151-13,,NW151-13,,,"Boloria eunomia voucher NW151-13 elongation factor-1 alpha (EF-1a) gene, partial cds"
HQ161271,320576840,NW151-13,NW151-13|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Heliconiinae; Argynnini; Boloria,specimen_voucher|old_lineage,NW151-13,,NW151-13,,,"Boloria eunomia voucher NW151-13 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
HQ161202,320576702,NW151-13,NW151-13|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Heliconiinae; Argynnini; Boloria,specimen_voucher|old_lineage,NW151-13,,NW151-13,,,"Boloria eunomia voucher NW151-13 wingless (Wgl) gene, partial cds"
MN752789,1852459109,NW156-23,NW156_23,specimen_voucher,NW156_23,,NW156_23,,,"Boloria euphrosyne voucher NW156_23 glyceraldhyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
MN752757,1852459045,NW156-23,NW156_23,specimen_voucher,NW156_23,,NW156_23,,,"Boloria euphrosyne voucher NW156_23 ribosomal protein S5 gene, partial cds"
HQ161352,320577002,NW156-23,NW156-23|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Heliconiinae; Argynnini; Boloria,specimen_voucher|old_lineage,NW156-23,,NW156-23,,,"Boloria euphrosyne voucher NW156-23 elongation factor-1 alpha (EF-1a) gene, partial cds"
HQ161286,320576870,NW156-23,NW156-23|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Heliconiinae; Argynnini; Boloria,specimen_voucher|old_lineage,NW156-23,,NW156-23,,,"Boloria euphrosyne voucher NW156-23 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
HQ161215,320576728,NW156-23,NW156-23|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Heliconiinae; Argynnini; Boloria,specimen_voucher|old_lineage,NW156-23,,NW156-23,,,"Boloria euphrosyne voucher NW156-23 wingless (Wgl) gene, partial cds"
HQ161324,320576946,FS-b-4220,FS-b-4220|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Heliconiinae; Argynnini; Boloria,specimen_voucher|old_lineage,FS-b-4220,,FS-b-4220,,,"Boloria graeca voucher FS-b-4220 elongation factor-1 alpha (EF-1a) gene, partial cds"
HQ161252,320576802,FS-b-4220,FS-b-4220|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Heliconiinae; Argynnini; Boloria,specimen_voucher|old_lineage,FS-b-4220,,FS-b-4220,,,"Boloria graeca voucher FS-b-4220 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
HQ161193,320576684,FS-b-4220,FS-b-4220|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Heliconiinae; Argynnini; Boloria,specimen_voucher|old_lineage,FS-b-4220,,FS-b-4220,,,"Boloria graeca voucher FS-b-4220 wingless (Wgl) gene, partial cds"
HQ161302,320576902,FS-b-2465,FS-b-2465|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Heliconiinae; Argynnini; Boloria,specimen_voucher|old_lineage,FS-b-2465,,FS-b-2465,,,"Boloria napaea altaica voucher FS-b-2465 elongation factor-1 alpha (EF-1a) gene, partial cds"
HQ161230,320576758,FS-b-2465,FS-b-2465|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Heliconiinae; Argynnini; Boloria,specimen_voucher|old_lineage,FS-b-2465,,FS-b-2465,,,"Boloria napaea altaica voucher FS-b-2465 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
HQ161175,320576648,FS-b-2465,FS-b-2465|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Heliconiinae; Argynnini; Boloria,specimen_voucher|old_lineage,FS-b-2465,,FS-b-2465,,,"Boloria napaea altaica voucher FS-b-2465 wingless (Wgl) gene, partial cds"
HQ161343,320576984,NW151-21,NW151-21|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Heliconiinae; Argynnini; Boloria,specimen_voucher|old_lineage,NW151-21,,NW151-21,,,"Boloria pales voucher NW151-21 elongation factor-1 alpha (EF-1a) gene, partial cds"
HQ161277,320576852,NW151-21,NW151-21|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Heliconiinae; Argynnini; Boloria,specimen_voucher|old_lineage,NW151-21,,NW151-21,,,"Boloria pales voucher NW151-21 cytochrome oxidase subunit 1 (COI) gene, partial cds; mitochondrial"
HQ161206,320576710,NW151-21,NW151-21|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Heliconiinae; Argynnini; Boloria,specimen_voucher|old_lineage,NW151-21,,NW151-21,,,"Boloria pales voucher NW151-21 wingless (Wgl) gene, partial cds"
HQ266658,325657210,FS-b-3725,FS-b-3725|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Heliconiinae; Argynnini; Boloria,specimen_voucher|old_lineage,FS-b-3725,,FS-b-3725,,,"Boloria polaris voucher FS-b-3725 elongation factor-1 alpha (EF-1a) gene, partial cds"
HQ266652,325657198,FS-b-3725,FS-b-3725|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Heliconiinae; Argynnini; Boloria,specimen_voucher|old_lineage,FS-b-3725,,FS-b-3725,,,"Boloria polaris voucher FS-b-3725 cytochrome c oxidase subunit I (COI) gene, partial cds"
HQ266646,325657186,FS-b-3725,FS-b-3725|Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Lepidoptera; Nymphalidae; Heliconiinae; Argynnini; Boloria,specimen_voucher|old_lineage,FS-b-3725,,FS-b-3725,,,"Boloria polaris voucher FS-b-3725 wingless (wgl) gene, partial cds"
MN752766,1852459063,NW76-13,NW76_13,specimen_voucher,NW76_13,,NW76_13,,,"Boloria selene voucher NW76_13 ribosomal protein S5 gene, partial cds"
KY773491,1231161406,NW131-2,NW131-2,specimen_voucher,NW131-2,,NW131-2,,,"Brenthis hecate voucher NW131-2 ribosomal protein S5 (RPS5) gene, partial cds"
KY773386,1231161196,NW131-2,NW131-2,specimen_voucher,NW131-2,,NW131-2,,,"Brenthis hecate voucher NW131-2 glyceraldhyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
DQ922878,115493932,NW131-2,NW131-2,specimen_voucher,NW131-2,,NW131-2,,,"Brenthis hecate voucher NW131-2 elongation factor-1 alpha (EF-1alpha) gene, partial cds"
DQ922846,115493868,NW131-2,NW131-2,specimen_voucher,NW131-2,,NW131-2,,,"Brenthis hecate voucher NW131-2 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial"
DQ922814,115493804,NW131-2,NW131-2,specimen_voucher,NW131-2,,NW131-2,,,"Brenthis hecate voucher NW131-2 wingless (wgl) gene, partial cds"
KY773400,1231161224,NW95-1,NW95-1,specimen_voucher,NW95-1,,NW95-1,,,"Brenthis ino voucher NW95-1 glyceraldhyde-3-phosphate dehydrogenase (GAPDH) gene, partial cds"
GQ865302,269118138,NW95-1,NW95-1,specimen_voucher,NW95-1,,NW95-1,,,"Brenthis ino voucher NW95-1 ribosomal protein S2 (RpS2) gene, partial cds"
GQ865183,269117900,NW95-1,NW95-1,specimen_voucher,NW95-1,,NW95-1,,,"Brenthis ino voucher NW95-1 cytosolic malate dehydrogenase (MDH) gene, partial cds"
GQ864622,269116778,NW95-1,NW95-1,specimen_voucher,NW95-1,,NW95-1,,,"Brenthis ino voucher NW95-1 CAD (CAD) gene, partial cds"
GQ864526,269116586,NW95-1,NW95-1,specimen_voucher,NW95-1,,NW95-1,,,"Brenthis ino voucher NW95-1 arginine kinase (ArgKin) gene, partial cds"
DQ922879,115493934,NW95-1,NW95-1,specimen_voucher,NW95-1,,NW95-1,,,"Brenthis ino voucher NW95-1 elongation factor-1 alpha (EF-1alpha) gene, partial cds"
